;ANIMAL;GENDER;AH_W_G;PH_W_G;SHAVINGS_W_G;TOTAL;AH_L;AH_C;AH_STUMP_L;PH_L;PH_C;PH_STUMP_L;CALC_AGE;CALC_ARRIVAL;DH_YEAR;DH_MONTH;DH_QUARTER;W_DIFF;L_DIFF;C_DIFF;B_YEAR;B_MONTH;B_QUARTER;DIM_DEHORN;INT_DEHORN;CALC_PARITY;C_YEAR;C_MONTH;C_QUARTER;N_DEHORNINGS;GR_DAYS;G_TOTAL;G_AH_W;G_AH_L;G_AH_C;G_PH_W;G_PH_L;G_PH_C;DAYSDUE
1;1;M;5391;1682;285;7358;580;830;80;235;730;20;NA;NA;2011;8;3;3709;345;100;NA;NA;NA;NA;NA;0;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA
2;2;NA;42;NA;NA;42;NA;NA;NA;NA;NA;NA;NA;NA;2014;4;2;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA
3;2;F;1235;277;120;1632;115;595;75;50;510;20;NA;563;2011;12;4;958;65;85;NA;NA;NA;293;NA;1;2011;2;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA
4;2;F;1618;230;95;1943;140;610;80;35;540;45;NA;1156;2013;7;3;1388;105;70;NA;NA;NA;886;593;1;2011;2;1;2;593;3,276559865;2,728499157;0,23608769;1,028667791;0,387858347;0,059021922;0,910623946;NA
5;3;F;1972;320;150;2442;170;630;70;70;530;35;NA;1879;2015;7;3;1652;100;100;NA;NA;NA;1609;723;1;2011;2;1;3;723;3,377593361;2,727524205;0,235131397;0,871369295;0,442600277;0,096818811;0,733056708;NA
6;3;F;996;398;76;1470;130;620;80;125;500;25;NA;484;2011;9;3;598;5;120;NA;NA;NA;468;NA;1;2010;6;2;1;NA;NA;NA;NA;NA;NA;NA;NA;137
7;4;F;1096;331;156;1583;100;630;90;60;540;40;NA;1138;2013;7;3;765;40;90;NA;NA;NA;517;654;2;2012;2;1;2;654;2,420489297;1,675840979;0,152905199;0,963302752;0,506116208;0,091743119;0,825688073;30
8;5;F;1520;300;130;1950;125;620;105;60;560;30;NA;1811;2015;5;2;1220;65;60;NA;NA;NA;643;673;3;2013;8;3;3;673;2,897473997;2,258543834;0,185735513;0,921248143;0,44576523;0,089153046;0,832095097;NA
9;5;F;1152;198;63;1413;180;570;80;50;520;25;NA;484;2011;9;3;954;130;50;NA;NA;NA;432;NA;1;2010;7;2;1;NA;NA;NA;NA;NA;NA;NA;NA;143
10;5;F;308;NA;NA;308;50;NA;NA;NA;NA;NA;NA;740;2012;6;2;NA;NA;NA;NA;NA;NA;113;256;2;2012;2;1;2;256;1,203125;1,203125;0,1953125;NA;NA;NA;NA;978
11;6;F;1051;175;62;1288;100;560;110;40;500;30;NA;1138;2013;7;3;876;60;60;NA;NA;NA;511;398;2;2012;2;1;3;398;3,236180905;2,640703518;0,251256281;1,407035176;0,439698492;0,100502513;1,256281407;580
12;7;F;1450;175;95;1720;150;600;90;40;500;30;NA;1847;2015;6;2;1275;110;100;NA;NA;NA;129;709;3;2015;2;1;4;709;2,425952045;2,045133992;0,211565585;0,846262341;0,246826516;0,056417489;0,705218618;NA
13;7;M;1300;50;60;1410;240;520;80;50;400;10;989;NA;2014;11;4;1250;190;120;2012;2;1;NA;NA;0;NA;NA;NA;1;989;1,425682508;1,31445905;0,242669363;0,52578362;0,050556117;0,050556117;0,404448938;NA
14;7;F;898;217;84;1199;185;570;85;80;550;30;NA;484;2011;9;3;681;105;20;NA;NA;NA;NA;NA;0;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;368
15;8;F;771;178;72;1021;90;580;90;40;500;20;NA;1138;2013;7;3;593;50;80;NA;NA;NA;286;654;1;2012;10;3;2;654;1,56116208;1,178899083;0,137614679;0,886850153;0,272171254;0,06116208;0,764525994;658
16;9;M;312;8;NA;320;130;NA;NA;10;NA;NA;343;NA;2013;9;3;304;120;NA;2012;10;4;NA;NA;0;NA;NA;NA;1;343;0,932944606;0,909620991;0,379008746;NA;0,023323615;0,029154519;NA;NA
17;9;F;1852;452;154;2458;140;680;100;120;570;20;NA;707;2012;5;2;1400;20;110;NA;NA;NA;174;NA;1;2011;11;3;1;NA;NA;NA;NA;NA;NA;NA;NA;596
18;10;F;2250;310;136;2696;130;780;100;50;640;40;NA;1560;2014;9;3;1940;80;140;NA;NA;NA;257;853;2;2013;12;4;2;853;3,160609613;2,637749121;0,152403283;0,914419695;0,363423212;0,058616647;0,750293083;475
19;10;M;375;NA;34;409;145;430;65;NA;280;NA;713;NA;2013;10;4;NA;NA;150;2011;11;4;NA;NA;0;NA;NA;NA;1;713;0,573632539;0,525946704;0,203366059;0,603085554;NA;NA;0,392706872;NA
20;11;M;811;97;63;971;130;520;110;30;500;40;1365;NA;2015;8;3;714;100;20;2011;11;4;NA;652;0;NA;NA;NA;2;652;1,489263804;1,243865031;0,199386503;0,797546012;0,148773006;0,04601227;0,766871166;NA
21;11;F;1210;191;147;1548;130;665;80;60;570;20;NA;930;2012;12;4;1019;70;95;NA;NA;NA;421;NA;1;2011;10;3;1;NA;NA;NA;NA;NA;NA;NA;NA;813
22;12;F;1217;152;150;1519;120;660;65;45;500;35;NA;1847;2015;6;2;1065;75;160;NA;NA;NA;104;917;2;2015;3;1;2;917;1,65648855;1,327153762;0,130861505;0,719738277;0,165757906;0,049073064;0,54525627;NA
23;12;M;1274;97;72;1443;230;515;80;40;500;20;1051;NA;2014;9;3;1177;190;15;2011;10;4;NA;NA;0;NA;NA;NA;1;1051;1,372978116;1,212178877;0,218839201;0,490009515;0,092293054;0,038058991;0,475737393;NA
24;12;F;1595;299;141;2035;125;650;80;80;550;20;NA;520;2011;11;4;1296;45;100;NA;NA;NA;NA;NA;0;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;366
25;13;F;1536;252;141;1929;100;640;70;50;500;20;NA;1096;2013;6;2;1284;50;140;NA;NA;NA;210;576;1;2012;11;3;2;576;3,348958333;2,666666667;0,173611111;1,111111111;0,4375;0,086805556;0,868055556;664
26;14;F;1362;200;143;1705;110;650;80;60;500;10;NA;1845;2015;6;2;1162;50;150;NA;NA;NA;85;749;2;2015;3;1;3;749;2,276368491;1,818424566;0,146862483;0,867823765;0,267022697;0,080106809;0,667556742;NA
27;14;F;565;NA;23;588;175;430;65;NA;200;NA;805;NA;2015;1;1;NA;NA;230;2012;11;4;NA;NA;0;NA;NA;NA;1;805;0,730434783;0,701863354;0,217391304;0,534161491;NA;NA;0,248447205;NA
28;14;F;1376;312;108;1796;190;620;80;65;540;20;NA;520;2011;11;4;1064;125;80;NA;NA;NA;NA;NA;0;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;49
29;15;F;1204;154;146;1504;115;610;95;30;480;20;NA;1096;2013;6;2;1050;85;130;NA;NA;NA;527;576;1;2011;12;4;2;576;2,611111111;2,090277778;0,199652778;1,059027778;0,267361111;0,052083333;0,833333333;567
30;16;F;1738;226;175;2139;155;620;75;55;480;25;NA;1851;2015;6;2;1512;100;140;NA;NA;NA;188;755;2;2014;12;4;3;755;2,833112583;2,301986755;0,205298013;0,821192053;0,299337748;0,072847682;0,635761589;NA
31;16;F;851;45;25;921;230;490;60;40;360;10;1005;NA;2014;10;4;806;190;130;2012;1;1;NA;NA;0;NA;NA;NA;1;1005;0,91641791;0,846766169;0,228855721;0,487562189;0,044776119;0,039800995;0,358208955;NA
32;17;F;705;91;76;872;100;380;100;40;280;10;1406;NA;2015;11;4;614;60;100;2012;1;1;NA;401;0;NA;NA;NA;2;401;2,174563591;1,758104738;0,249376559;0,947630923;0,226932668;0,099750623;0,698254364;NA
33;17;F;1101;201;90;1392;155;600;75;55;560;25;NA;520;2011;11;4;900;100;40;NA;NA;NA;NA;NA;0;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;574
34;17;F;1148;139;116;1403;100;630;70;15;550;25;NA;928;2012;12;4;1009;85;80;NA;NA;NA;NA;408;0;NA;NA;NA;2;408;3,43872549;2,81372549;0,245098039;1,544117647;0,340686275;0,036764706;1,348039216;166
35;18;F;2273;650;NA;2923;145;570;NA;45;430;NA;NA;1380;2014;3;1;1623;100;140;NA;NA;NA;286;452;1;2013;6;2;3;452;6,466814159;5,028761062;0,32079646;1,261061947;1,438053097;0,099557522;0,951327434;NA
36;19;M;260;13;NA;273;NA;NA;NA;NA;NA;NA;400;NA;2014;7;3;247;NA;NA;2013;6;2;NA;NA;0;NA;NA;NA;1;400;0,6825;0,65;NA;NA;0,0325;NA;NA;NA
37;19;F;1763;322;183;2268;180;650;80;50;600;20;NA;520;2011;11;4;1441;130;50;NA;NA;NA;NA;NA;0;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;118
38;19;F;1504;208;157;1869;120;660;85;35;580;40;NA;1244;2013;10;4;1296;85;80;NA;NA;NA;606;724;1;2012;3;1;2;724;2,581491713;2,077348066;0,165745856;0,91160221;0,287292818;0,048342541;0,801104972;166
39;20;F;1329;235;150;1714;100;660;85;45;540;25;NA;1851;2015;6;2;1094;55;120;NA;NA;NA;441;607;2;2014;4;2;3;607;2,823723229;2,189456343;0,164744646;1,087314662;0,387149918;0,074135091;0,889621087;NA
40;21;M;814;NA;38;852;210;450;70;NA;280;NA;1053;NA;2015;1;1;NA;NA;170;2012;3;1;NA;NA;0;NA;NA;NA;1;1053;0,809116809;0,77302944;0,199430199;0,427350427;NA;NA;0,265906933;NA
41;21;F;1151;319;102;1572;150;590;75;115;485;15;NA;482;2011;9;3;832;35;105;NA;NA;NA;NA;NA;0;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;190
42;21;F;755;182;86;1023;70;615;100;30;500;40;NA;928;2012;12;4;573;40;115;NA;NA;NA;256;446;1;2012;4;2;2;446;2,293721973;1,692825112;0,156950673;1,378923767;0,408071749;0,067264574;1,121076233;824
43;22;F;1269;175;93;1537;140;630;80;40;530;40;NA;1558;2014;9;3;1094;100;100;NA;NA;NA;886;630;1;2012;4;2;3;630;2,43968254;2,014285714;0,222222222;1;0,277777778;0,063492063;0,841269841;194
44;23;M;907;32;55;994;200;510;95;25;415;25;886;NA;2014;9;3;875;175;95;2012;4;2;NA;NA;0;NA;NA;NA;1;886;1,121896163;1,023702032;0,225733634;0,575620767;0,036117381;0,028216704;0,468397291;NA
45;23;M;34;NA;NA;34;40;155;NA;NA;NA;NA;151;NA;2011;7;3;NA;NA;NA;2011;2;1;NA;NA;0;NA;NA;NA;1;151;0,225165563;0,225165563;0,264900662;1,026490066;NA;NA;NA;NA
46;23;F;809;105;91;1005;110;560;80;30;550;20;NA;563;2011;12;4;704;80;10;NA;NA;NA;NA;NA;0;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;454
47;24;F;1213;239;93;1545;155;560;75;40;460;20;NA;1381;2014;2;1;974;115;100;NA;NA;NA;364;818;1;2013;2;1;2;818;1,888753056;1,482885086;0,189486553;0,684596577;0,292176039;0,048899756;0,562347188;430
48;24;F;929;307;122;1358;150;580;80;120;510;20;NA;520;2011;11;4;622;30;70;NA;NA;NA;NA;NA;0;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;1390
49;25;F;1015;241;134;1390;105;630;90;40;550;35;NA;928;2012;12;4;774;65;80;NA;NA;NA;NA;408;0;NA;NA;NA;2;408;3,406862745;2,487745098;0,257352941;1,544117647;0,590686275;0,098039216;1,348039216;982
50;26;F;1396;284;142;1822;150;620;105;55;460;35;NA;1593;2014;10;4;1112;95;160;NA;NA;NA;NA;665;0;NA;NA;NA;3;665;2,739849624;2,09924812;0,22556391;0,932330827;0,427067669;0,082706767;0,691729323;317
51;26;F;960;203;97;1260;105;645;85;30;620;20;NA;479;2011;9;3;757;75;25;NA;NA;NA;NA;NA;0;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;181
52;27;F;1525;333;130;1988;120;660;80;50;600;30;NA;1555;2014;9;3;1192;70;60;NA;NA;NA;895;1076;1;2012;3;1;2;1076;1,847583643;1,417286245;0,111524164;0,6133829;0,309479554;0,046468401;0,557620818;195
53;27;M;280;17;NA;297;120;275;NA;20;140;NA;437;NA;2011;9;3;263;100;135;2010;6;2;NA;NA;0;NA;NA;NA;1;437;0,679633867;0,640732265;0,274599542;0,629290618;0,038901602;0,04576659;0,320366133;NA
54;27;F;428;NA;23;451;160;450;80;NA;300;NA;895;NA;2014;9;3;NA;NA;150;2012;3;1;NA;NA;0;NA;NA;NA;1;895;0,503910615;0,478212291;0,17877095;0,502793296;NA;NA;0,335195531;NA
55;28;F;715;68;54;837;120;360;90;60;240;20;1331;NA;2015;11;4;647;60;120;2012;3;1;NA;436;0;NA;NA;NA;2;436;1,919724771;1,639908257;0,275229358;0,825688073;0,155963303;0,137614679;0,550458716;NA
56;28;F;903;241;72;1216;130;595;80;80;550;20;NA;479;2011;9;3;662;50;45;NA;NA;NA;NA;NA;0;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;504
57;29;F;1015;126;141;1282;100;610;95;20;510;30;NA;925;2012;12;4;889;80;100;NA;NA;NA;NA;446;0;NA;NA;NA;2;446;2,874439462;2,275784753;0,224215247;1,367713004;0,282511211;0,044843049;1,143497758;58
58;30;F;1472;229;164;1865;140;620;80;50;500;15;NA;1688;2015;1;1;1243;90;120;NA;NA;NA;705;763;1;2013;2;1;3;763;2,44429882;1,929226737;0,183486239;0,812581913;0,300131062;0,065530799;0,655307995;NA
59;30;M;600;NA;30;630;170;440;60;NA;220;NA;705;NA;2015;1;1;NA;NA;220;2013;2;1;NA;NA;0;NA;NA;NA;1;705;0,893617021;0,85106383;0,241134752;0,624113475;NA;NA;0,312056738;NA
60;30;F;928;252;98;1278;125;540;75;100;500;20;NA;517;2011;11;4;676;25;40;NA;NA;NA;NA;NA;0;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;1180
61;31;F;1132;149;132;1413;125;600;75;40;500;30;NA;1093;2013;6;2;983;85;100;NA;NA;NA;NA;576;0;NA;NA;NA;2;576;2,453125;1,965277778;0,217013889;1,041666667;0,258680556;0,069444444;0,868055556;604
62;32;F;1360;220;110;1690;150;590;70;50;500;20;NA;1842;2015;6;2;1140;100;90;NA;NA;NA;145;749;1;2015;1;1;3;749;2,256341789;1,815754339;0,200267023;0,787716956;0,293724967;0,066755674;0,667556742;NA
63;32;F;1409;675;156;2240;150;650;80;135;590;15;NA;517;2011;11;4;734;15;60;NA;NA;NA;NA;NA;0;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;46
64;32;F;1311;273;143;1727;110;620;90;40;540;30;NA;1133;2013;7;3;1038;70;80;NA;NA;NA;570;616;1;2011;12;4;2;616;2,803571429;2,128246753;0,178571429;1,006493506;0,443181818;0,064935065;0,876623377;285
65;33;F;1524;320;171;2015;130;650;80;40;540;40;NA;1848;2015;6;2;1204;90;110;NA;NA;NA;430;715;2;2014;4;2;3;715;2,818181818;2,131468531;0,181818182;0,909090909;0,447552448;0,055944056;0,755244755;NA
66;34;M;1108;22;79;1209;250;520;90;30;390;25;1125;NA;2015;1;1;1086;220;130;2011;12;4;NA;NA;0;NA;NA;NA;1;1125;1,074666667;0,984888889;0,222222222;0,462222222;0,019555556;0,026666667;0,346666667;NA
67;34;F;568;324;100;992;120;570;80;70;500;20;NA;517;2011;11;4;244;50;70;NA;NA;NA;NA;NA;0;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;100
68;35;F;1995;310;110;2415;190;580;80;60;460;30;NA;1611;2014;11;4;1685;130;120;NA;NA;NA;994;1094;1;2012;2;1;2;1094;2,20749543;1,823583181;0,173674589;0,530164534;0,283363803;0,054844607;0,42047532;73
69;35;F;830;NA;45;875;200;500;70;NA;300;NA;994;NA;2014;11;4;NA;NA;200;2012;2;1;NA;NA;0;NA;NA;NA;1;994;0,88028169;0,83501006;0,201207243;0,503018109;NA;NA;0,301810865;NA
70;36;F;924;114;101;1139;110;400;50;60;240;10;1374;NA;2015;11;4;810;50;160;2012;2;1;NA;380;0;NA;NA;NA;2;380;2,997368421;2,431578947;0,289473684;1,052631579;0,3;0,157894737;0,631578947;NA
71;36;F;1146;273;71;1490;170;610;80;100;505;20;NA;420;2011;9;3;873;70;105;NA;NA;NA;NA;NA;0;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA
72;37;F;1570;407;NA;1977;90;560;NA;35;425;NA;NA;523;2012;1;1;1163;55;135;NA;NA;NA;NA;103;0;NA;NA;NA;2;103;19,19417476;15,24271845;0,873786408;5,436893204;3,951456311;0,339805825;4,126213592;NA
73;37;F;545;161;74;780;105;570;80;70;545;30;NA;477;2011;9;3;384;35;25;NA;NA;NA;NA;NA;0;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;508
74;37;F;1153;191;150;1494;110;620;70;40;555;20;NA;879;2012;11;4;962;70;65;NA;NA;NA;NA;402;0;NA;NA;NA;2;402;3,71641791;2,868159204;0,273631841;1,542288557;0,475124378;0,099502488;1,380597015;106
75;38;F;1288;232;81;1601;120;615;90;40;600;20;NA;1553;2014;9;3;1056;80;15;NA;NA;NA;568;674;1;2013;2;1;3;674;2,37537092;1,910979228;0,178041543;0,912462908;0,34421365;0,059347181;0,890207715;256
76;39;M;354;NA;24;378;120;440;90;NA;NA;NA;568;NA;2014;9;3;NA;NA;NA;2013;2;1;NA;NA;0;NA;NA;NA;1;568;0,665492958;0,623239437;0,211267606;0,774647887;NA;NA;NA;NA
77;39;F;906;333;86;1325;130;570;70;110;510;20;NA;477;2011;9;3;573;20;60;NA;NA;NA;NA;NA;0;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;107
78;39;F;1025;246;72;1343;120;580;60;50;460;30;NA;1131;2013;7;3;779;70;120;NA;NA;NA;547;654;1;2012;1;1;2;654;2,05351682;1,567278287;0,183486239;0,886850153;0,376146789;0,076452599;0,703363914;269
79;40;F;1340;272;150;1762;150;600;90;50;520;40;NA;1840;2015;6;2;1068;100;80;NA;NA;NA;440;709;2;2014;4;2;3;709;2,485190409;1,889985896;0,211565585;0,846262341;0,383638928;0,070521862;0,733427362;NA
80;41;M;785;NA;35;820;210;470;70;NA;260;NA;1025;NA;2014;11;4;NA;NA;210;2012;1;1;NA;NA;0;NA;NA;NA;1;1025;0,8;0,765853659;0,204878049;0,458536585;NA;NA;0,253658537;NA
81;41;F;882;397;97;1376;90;640;80;40;510;30;NA;540;2012;5;2;485;50;130;NA;NA;NA;632;NA;1;2010;8;3;1;NA;NA;NA;NA;NA;NA;NA;NA;264
82;41;F;288;NA;NA;288;NA;NA;NA;NA;NA;NA;NA;953;2013;6;2;NA;NA;NA;NA;NA;NA;149;413;2;2013;1;1;2;413;0,697336562;0,697336562;NA;NA;NA;NA;NA;NA
83;42;F;887;NA;NA;887;100;430;NA;NA;NA;NA;NA;1257;2014;4;2;NA;NA;NA;NA;NA;NA;453;304;2;2013;1;1;3;304;2,917763158;2,917763158;0,328947368;1,414473684;NA;NA;NA;NA
84;43;F;378;NA;24;402;150;400;65;NA;220;NA;722;NA;2015;1;1;NA;NA;180;2013;1;1;NA;NA;0;NA;NA;NA;1;722;0,556786704;0,523545706;0,207756233;0,55401662;NA;NA;0,304709141;NA
85;43;F;378;NA;16;394;160;410;50;NA;260;NA;812;NA;2015;5;2;NA;NA;150;2013;2;1;NA;NA;0;NA;NA;NA;1;812;0,485221675;0,465517241;0,197044335;0,504926108;NA;NA;0,320197044;NA
86;43;F;1045;252;63;1360;145;585;75;110;530;20;NA;486;2011;9;3;793;35;55;NA;NA;NA;NA;NA;0;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;363
87;44;F;939;207;116;1262;110;550;100;40;500;20;NA;1140;2013;7;3;732;70;50;NA;NA;NA;291;654;1;2012;9;3;2;654;1,929663609;1,435779817;0,168195719;0,840978593;0,316513761;0,06116208;0,764525994;649
88;44;F;234;NA;13;247;120;440;80;NA;330;NA;632;540;2012;5;2;NA;NA;110;2010;8;3;NA;NA;0;NA;NA;NA;1;632;0,390822785;0,370253165;0,189873418;0,696202532;NA;NA;0,522151899;NA
89;45;F;907;131;46;1084;185;500;75;50;450;30;1395;1303;2014;6;2;776;135;50;2010;8;3;NA;763;0;NA;NA;NA;2;763;1,420707733;1,188728702;0,242463958;0,655307995;0,171690695;0,065530799;0,589777195;NA
90;45;F;845;270;74;1189;120;590;70;80;490;20;NA;337;2011;9;3;575;40;100;NA;NA;NA;NA;NA;0;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;393
91;46;F;996;159;108;1263;115;580;80;40;500;20;NA;991;2013;7;3;837;75;80;NA;NA;NA;261;654;1;2012;10;3;2;654;1,931192661;1,52293578;0,175840979;0,886850153;0,243119266;0,06116208;0,764525994;593
92;47;F;1220;163;95;1478;120;610;80;50;520;20;NA;1700;2015;6;2;1057;70;90;NA;NA;NA;116;709;2;2015;2;1;3;709;2,084626234;1,720733427;0,169252468;0,860366714;0,229901269;0,070521862;0,733427362;NA
93;47;M;1090;25;80;1195;250;510;60;20;440;35;934;NA;2015;5;2;1065;230;70;2012;10;4;NA;NA;0;NA;NA;NA;1;934;1,279443255;1,167023555;0,267665953;0,546038544;0,026766595;0,021413276;0,471092077;NA
94;47;F;603;NA;NA;603;75;NA;NA;NA;NA;NA;NA;252;2012;7;3;NA;NA;NA;NA;NA;NA;435;NA;1;2011;4;2;1;NA;NA;NA;NA;NA;NA;NA;NA;992
95;48;F;1055;225;155;1435;100;670;110;90;560;40;NA;1215;2015;2;1;830;10;110;NA;NA;NA;1398;963;1;2011;4;2;2;963;1,490134995;1,095534787;0,10384216;0,695742471;0,23364486;0,093457944;0,581516096;29
96;48;M;932;66;77;1075;185;535;65;40;540;40;935;752;2013;11;4;866;145;-5;2011;4;2;NA;NA;0;NA;NA;NA;1;935;1,14973262;0,996791444;0,197860963;0,572192513;0,070588235;0,042780749;0,577540107;NA
97;49;M;1930;346;163;2439;200;640;100;70;620;40;1710;1527;2016;1;1;1584;130;20;2011;4;2;NA;775;0;NA;NA;NA;2;775;3,147096774;2,490322581;0,258064516;0,825806452;0,446451613;0,090322581;0,8;NA
98;49;F;1132;378;83;1593;100;665;80;80;620;30;NA;507;2013;3;1;754;20;45;NA;NA;NA;1785;NA;1;2008;4;2;1;NA;NA;NA;NA;NA;NA;NA;NA;150
99;50;F;2361;786;NA;3147;115;665;NA;55;620;NA;NA;844;2014;2;1;1575;60;45;NA;NA;NA;187;337;2;2013;8;3;2;337;9,338278932;7,005934718;0,341246291;1,973293769;2,332344214;0,163204748;1,839762611;NA
100;50;M;703;124;39;866;165;475;70;50;465;20;1478;200;2012;5;2;579;115;10;2008;4;2;NA;NA;0;NA;NA;NA;1;1478;0,585926928;0,47564276;0,111637348;0,321380244;0,083897158;0,033829499;0,314614344;NA
101;51;M;799;155;76;1030;100;540;70;40;500;10;1855;577;2013;5;2;644;60;40;2008;4;2;NA;377;0;NA;NA;NA;2;377;2,732095491;2,119363395;0,265251989;1,432360743;0,411140584;0,106100796;1,326259947;NA
102;52;M;1495;366;163;2024;150;650;100;70;560;30;2486;1208;2015;2;1;1129;80;90;2008;4;2;NA;631;0;NA;NA;NA;3;631;3,207606973;2,369255151;0,237717908;1,030110935;0,580031696;0,110935024;0,88748019;NA
103;52;F;1251;385;118;1754;150;630;70;90;460;40;NA;1145;2014;12;4;866;60;170;NA;NA;NA;419;NA;2;2013;10;3;1;NA;NA;NA;NA;NA;NA;NA;NA;NA
104;53;F;501;NA;28;529;150;300;80;NA;260;NA;692;NA;2015;9;3;NA;NA;40;2013;10;4;NA;NA;0;NA;NA;NA;1;692;0,764450867;0,723988439;0,216763006;0,433526012;NA;NA;0,375722543;NA
105;53;M;1559;330;83;1972;280;590;70;70;560;30;1322;957;2014;6;2;1229;210;30;2010;10;4;NA;NA;0;NA;NA;NA;1;1322;1,491679274;1,179273828;0,211800303;0,446293495;0,249621785;0,052950076;0,423600605;NA
106;54;M;2410;992;NA;3402;170;610;NA;75;570;NA;1651;1286;2015;5;2;1418;95;40;2010;10;4;NA;329;0;NA;NA;NA;2;329;10,34042553;7,325227964;0,516717325;1,854103343;3,015197568;0,227963526;1,732522796;NA
107;54;F;1346;206;58;1610;160;630;80;60;440;30;NA;505;2013;3;1;1140;100;190;NA;NA;NA;870;NA;1;2010;10;3;1;NA;NA;NA;NA;NA;NA;NA;NA;NA
108;55;F;2745;812;NA;3557;145;630;NA;55;440;NA;NA;836;2014;2;1;1933;90;190;NA;NA;NA;1201;331;1;2010;10;3;2;331;10,74622356;8,29305136;0,438066465;1,903323263;2,453172205;0,166163142;1,329305136;NA
